Disease,Symptom_0,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_precaution_0,Symptom_precaution_1,Symptom_precaution_2,Symptom_precaution_3,Symptom_Description
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat."
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat."
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat."
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat."
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating, diarrhoea,eat healthy,massage,use lemon balm,take radioactive iodine treatment,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat."
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, fatigue, sweating, headache, nausea,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, anxiety, sweating, headache, nausea,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, fatigue, anxiety, sweating, headache, nausea,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea,lie down on side,check in pulse,drink sugary drinks,consult doctor,Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypothyroidism, fatigue, cold_hands_and_feet, mood_swings, lethargy, dizziness,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy, dizziness,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feet, mood_swings, lethargy,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feet, lethargy, dizziness,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feet, mood_swings, dizziness,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feet, mood_swings, lethargy,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, weight_gain, cold_hands_and_feet, mood_swings, lethargy, dizziness,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feet, mood_swings, lethargy,reduce stress,exercise,eat healthy,get proper sleep,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone."
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-coloured crusts."
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,headache,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-coloured crusts."
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,headache,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-coloured crusts."
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,headache,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-coloured crusts."
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,headache,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-coloured crusts."
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,headache,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-coloured crusts."
Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin,drink plenty of water,consume milk thistle,eat fruits and high fibre food,medication,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the Morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"""
Malaria, chills, vomiting, high_fever, sweating, headache,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, chills, vomiting, high_fever, sweating, headache,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, vomiting, high_fever, sweating, headache, nausea,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, chills, vomiting, high_fever, headache, nausea,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, chills, vomiting, high_fever, sweating, nausea,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, chills, vomiting, high_fever, sweating, headache,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, chills, high_fever, sweating, headache, nausea,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Malaria, chills, vomiting, sweating, headache, nausea,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
Migraine, acidity, indigestion, headache, excessive_hunger, stiff_neck,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,meditation,reduce stress,use polaroid glasses in sun,consult doctor,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
Osteoarthritis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Osteoarthritis, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Osteoarthritis, joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Osteoarthritis, joint_pain, neck_pain, hip_joint_pain, swelling_joints, painful_walking,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Osteoarthritis, joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Osteoarthritis, joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Osteoarthritis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints,acetaminophen,consult nearest hospital,follow up,salt baths,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,high_fever,headache,massage,eat healthy,exercise,consult doctor,"Intracerebral haemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body."
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,high_fever,headache,massage,eat healthy,exercise,consult doctor,"Intracerebral haemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body."
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,high_fever,headache,massage,eat healthy,exercise,consult doctor,"Intracerebral haemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body."
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,high_fever,headache,massage,eat healthy,exercise,consult doctor,"Intracerebral haemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body."
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,headache,massage,eat healthy,exercise,consult doctor,"Intracerebral haemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body."
Paroxysmal Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Paroxysmal Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Paroxysmal Positional Vertigo, vomiting, headache, nausea, spinning_movements, unsteadiness,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Paroxysmal Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Paroxysmal Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance, unsteadiness,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Paroxysmal Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance, unsteadiness,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Paroxysmal Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness,lie down,avoid sudden changes in the body,avoid abrupt head movement,relax,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Peptic ulcer disease, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Peptic ulcer disease, vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Peptic ulcer disease, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower oesophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
Pneumonia, chills, fatigue, cough, high_fever, breathlessness,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, chills, fatigue, cough, high_fever, sweating,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, chills, fatigue, cough, breathlessness, sweating,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, chills, fatigue, cough, high_fever, breathlessness,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, chills, fatigue, high_fever, breathlessness, sweating,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, fatigue, cough, high_fever, breathlessness, sweating,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, chills, fatigue, cough, high_fever, breathlessness,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
Pneumonia, chills, fatigue, cough, high_fever, breathlessness,consult doctor,medication,rest,follow up,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe."
